 Рядом  с  итальянским  бутиком  в  «Гранд  Плазе»  откроется  магазин  «Петровский» ;https://www.news29.ru/novosti/obschestvo/Rjadom_s_italjanskim_butikom_v_Grand_Plaze_otkroetsja_magazin_Petrovskij_/98664; 13.11.22  14:51 ;5478;Общество
 Причиной  новых  раскопок  на  улице  Гагарина  стало  строительство  дублера  «тысячника» ;https://www.news29.ru/novosti/obschestvo/Prichinoj_novyh_raskopok_na_ulice_Gagarina_stalo_stroitelstvo_dublera_tysjachnika_/98663; 13.11.22  14:28 ;1583;Общество
   «Ростелеком»  значительно  расширил  функционал  сайта  для  операторов ;https://www.news29.ru/novosti/obschestvo/_Rostelekom_znachitelno_rasshiril_funkcional_sajta_dlja_operatorov/98669; 12.11.22  15:00 ;526;Общество
 В  Архангельске  возобновили  работу  маршрутные  табло  на  центральных  остановках   ;https://www.news29.ru/novosti/obschestvo/V_Arhangelske_vozobnovili_rabotu_marshrutnye_tablo_na_centralnyh_ostanovkah_/98658; 12.11.22  13:10 ;1713;Общество
 Малый  Северный  хор  представил  Архангельскую  область  на  гала-концерте  в  Сочи ;https://www.news29.ru/novosti/kultura/Malyj_Severnyj_hor_predstavil_Arhangelskuju_oblast_na_gala_koncerte_v_Sochi/98660; 12.11.22  13:00 ;1891;Культура
 Архангельских  школьников  приглашают  поучаствовать  в  Пироговской  олимпиаде  по  химии   ;https://www.news29.ru/novosti/obschestvo/Arhangelskih_shkolnikov_priglashajut_pouchastvovat_v_Pirogovskoj_olimpiade_po_himii_/98661; 12.11.22  13:00 ;1122;Общество
 Одну  из  свалок  в  Вельском  районе  ликвидировали  после  проверки ;https://www.news29.ru/novosti/obschestvo/Odnu_iz_svalok_v_Velskom_rajone_likvidirovali_posle_proverki/98657; 12.11.22  12:00 ;1113;Общество
 За  сгоревшую  колбасу  страховая  компания  выплатила  более  2  миллионов  рублей ;https://www.news29.ru/novosti/obschestvo/Za_sgorevshuju_kolbasu_strahovaja_kompanija_vyplatila_bolee_2_1_mln_rub/98659; 12.11.22  12:00 ;3136;Общество
 Осуждённые  Поморья  проявили  себя  в  православной  живописи   ;https://www.news29.ru/novosti/obschestvo/Osuzhdjonnye_Pomorja_projavili_sebja_v_pravoslavnoj_zhivopisi_/98650; 12.11.22  11:00 ;1316;Общество
 Фотофакт:  проход  от  Красной  пристани  до  Молодежного  сквера  в  Архангельске ;https://www.news29.ru/novosti/obschestvo/Fotofakt_prohod_ot_Krasnoj_pristani_do_Molodezhnogo_skvera_v_Arhangelske/98656; 11.11.22  16:38 ;2762;Общество
 В  Архангельске  вычислили  вандала-граффитчика,  разрисовавшего  стену  жилого  дома   ;https://www.news29.ru/novosti/obschestvo/V_Arhangelske_vychislili_vandala_graffitchika_razrisovavshego_stenu_zhilogo_doma_/98654; 11.11.22  16:06 ;5062;Общество
 Архангельские  зрители  столкнулись  с  волной  отмены  концертов  приезжих  артистов ;https://www.news29.ru/novosti/kultura/Arhangelskie_zriteli_stolknulis_s_seriej_otmeny_koncertov_komikov_i_pevcov/98655; 11.11.22  15:51 ;3841;Культура
 Власти  Поморья  и  Росавтодор  подписали  меморандум  о  дорожных  ремонтах  на  5  лет ;https://www.news29.ru/novosti/ekonomika/Vlasti_Pomorja_i_Rosavtodor_podpisali_memorandum_o_dorozhnyh_remontah_na_5_let/98653; 11.11.22  15:14 ;2029;Экономика
 Доверившись  мошеннику,  архангельская  студентка  потеряла  более  600  тысяч  рублей ;https://www.news29.ru/novosti/obschestvo/Doverivshis_moshenniku_arhangelskaja_studentka_poterjala_bolee_600_tysjach_rublej/98652; 11.11.22  14:19 ;1637;Общество
 Житель  Коряжмы  забил  до  смерти  престарелого  отца  своей  сожительницы ;https://www.news29.ru/novosti/obschestvo/Zhitel_Korjazhmy_zabil_do_smerti_prestarelogo_otca_svoej_sozhitelnicy/98651; 11.11.22  13:55 ;1091;Общество
 Если  взять  ипотеку  в  Сбере,  потребительский  кредит  будет  дешевле ;https://www.news29.ru/novosti/ekonomika/Esli_vzjat_ipoteku_v_Sbere_potrebitelskij_kredit_budet_deshevle/98648; 11.11.22  13:20 ;1564;Экономика
 Гонки  на  угнанной  машине  и  потасовка  с  полицией:  хулиганы  отделались  исправработами ;https://www.news29.ru/novosti/obschestvo/Gonki_na_ugnannoj_mashine_i_potasovka_s_policiej_huligany_otdelalis_ispravrabotami/98647; 11.11.22  13:03 ;1507;Общество
 В  2023  году  россиян  ждет  повышение  зарплат,  пособий  и  пенсий ;https://www.news29.ru/novosti/obschestvo/V_2023_godu_rossijan_zhdet_povyshenie_zarplat_posobij_i_pensij/98581; 11.11.22  13:00 ;3616;Общество
 В  Котласе  пьяный  водитель  «УАЗа»  сбил  подростка  на  «зебре»  и  скрылся ;https://www.news29.ru/novosti/obschestvo/V_Kotlase_pjanyj_voditel_UAZa_sbil_podrostka_na_zebre_i_skrylsja/98646; 11.11.22  11:46 ;889;Общество
 Как  же  мне  надоела  эта  работа:  40%  жителей  СЗФО  признались  в  таких  мыслях ;https://www.news29.ru/novosti/obschestvo/Kak_zhe_mne_nadoela_eta_rabota_40_zhitelej_SZFO_priznalis_v_takih_mysljah/98645; 11.11.22  10:42 ;813;Общество
 Резвились  по-полной:  в  деле  руководства  Шенкурской  ЦРБ  выявлен  новый  факт  коррупции ;https://www.news29.ru/novosti/obschestvo/Rezvilis_po_polnoj_v_dele_rukovoditelej_Sherkunskoj_CRB_vyjavlen_novyj_epizod/98644; 11.11.22  10:29 ;1847;Общество
 Увидеть  цифровую  мощь  Арктики  можно  в  IT-парке  САФУ ;https://www.news29.ru/novosti/obschestvo/Uvidet_cifrovuju_mosch_Arktiki_mozhno_v_IT_parke_SAFU/98642; 11.11.22  09:55 ;1233;Общество
 На  следующей  неделе  в  районах  Поморья  по  ночам  температура  опустится  до  -12° ;https://www.news29.ru/novosti/obschestvo/Na_sledujuschej_nedele_v_rajonah_Pomorja_po_nocham_temperatura_opustitsja_do_12_/98641; 11.11.22  09:34 ;4931;Общество
 Архангельская  область  столкнулась  с  массированной  атакой  телефонных  лжетеррористов ;https://www.news29.ru/novosti/obschestvo/Arhangelskaja_oblast_stolknulas_s_massirovannoj_atakoj_telefonnyh_lzheterroristov/98640; 10.11.22  21:13 ;1274;Общество
 Сбер  предлагает  скидки  на  квартиры  и  ипотеку  в  Зелёный  день ;https://www.news29.ru/novosti/ekonomika/Sber_predlagaet_skidki_na_kvartiry_i_ipoteku_v_Zeljonyj_den/98638; 10.11.22  19:32 ;1657;Экономика
 билайн  создал  систему,  способную  выявить  проблему  на  сети  до  поступления  жалоб ;https://www.news29.ru/novosti/ekonomika/bilajn_sozdal_sistemu_sposobnuju_vyjavit_problemu_na_seti_do_postuplenija_zhalob/98634; 10.11.22  18:15 ;1422;Экономика
 Архангельскстат  рассказал  об  эпидемиологической  обстановке  в  регионе  языком  цифр ;https://www.news29.ru/novosti/obschestvo/Arhangelskstat_rasskazal_ob_epidemiologicheskoj_obstanovke_v_regione_jazykom_cifr/98639; 10.11.22  17:36 ;1016;Общество
 Более  чем  на  6  тысяч  человек  уменьшилось  население  Поморья  за  8  месяцев  этого  года ;https://www.news29.ru/novosti/obschestvo/S_nachala_2022_goda_chislennost_naselenija_Pomorja_sokratilas_na_6_3_tysjachi_chelovek/98637; 10.11.22  17:12 ;3735;Общество
 С  начала  года  в  Поморье  больше  всего  увеличились  цены  на  сахар  и  кофе ;https://www.news29.ru/novosti/ekonomika/S_nachala_goda_v_Pomore_bolshe_vsego_uvelichilis_ceny_na_sahar_i_kofe/98636; 10.11.22  16:56 ;1648;Экономика
 В  архангельском  учебном  центре  продолжают  готовить  добровольцев  для  спецоперации ;https://www.news29.ru/novosti/obschestvo/V_arhangelskom_uchebnom_centre_prodolzhajut_gotovit_dobrovolcev_dlja_specoperacii/98635; 10.11.22  16:13 ;1740;Общество
 Власти  Архангельской  области  хотят  решить  проблему  обманутых  дольщиков  к  2024  году ;https://www.news29.ru/novosti/obschestvo/Vlasti_Arhangelskoj_oblasti_hotjat_reshit_problemu_obmanutyh_dolschikov_k_2024_godu/98632; 10.11.22  15:44 ;1146;Общество
 Из-за  смены  перевозчика  котлашане  вновь  жалуются  на  проблемы  с  вывозом  мусора ;https://www.news29.ru/novosti/obschestvo/Iz_za_smeny_perevozchika_kotlashane_vnov_zhalujutsja_na_problemy_s_vyvozom_musora/98633; 10.11.22  14:42 ;1111;Общество
 В  Архангельске  эвакуировали  учеников  школы  №20 ;https://www.news29.ru/novosti/proishestvija/V_Arhangelske_evakuirovali_uchenikov_shkoly_20/98631; 10.11.22  14:06 ;2808;Происшествия
 В  Архангельской  области  продолжается  свадебный  бум ;https://www.news29.ru/novosti/obschestvo/V_Arhangelskoj_oblasti_prodolzhaetsja_svadebnyj_bum_/98630; 10.11.22  13:35 ;1296;Общество
 Треть  от  числа  аварийных  переселенцев  в  Поморье  получили  благоустроенное  жилье ;https://www.news29.ru/novosti/obschestvo/Tret_ot_chisla_avarijnyh_pereselencev_v_Pomore_poluchili_blagoustroennoe_zhile/98628; 10.11.22  13:23 ;871;Общество
 В  Архангельск  вновь  прилетит  космонавт ;https://www.news29.ru/novosti/obschestvo/V_Arhangelsk_vnov_priletit_kosmonavt/98629; 10.11.22  12:46 ;1185;Общество
 На  пивзаводе  Суркова  в  Архангельске  ведется  восстановление  стен ;https://www.news29.ru/novosti/obschestvo/Na_pivzavode_Alberta_Surkova_v_Arhangelske_vedetsja_vosstanovlenie_sten/98627; 10.11.22  12:13 ;1702;Общество
 «Нулевое  чтение»:  администрация  Архангельска  представила  проект  бюджета  на  2023  год ;https://www.news29.ru/novosti/ekonomika/_Nulevoe_chtenie_administracija_Arhangelska_predstavila_proekt_bjudzheta_na_2023_god/98626; 10.11.22  10:21 ;1727;Экономика
 Победой  над  «Стартом»  архангельский  «Водник»  завершил  первое  выездное  турне ;https://www.news29.ru/novosti/sport/Pobedoj_nad_Startom_arhangelskij_Vodnik_zavershil_pervoe_vyezdnoe_turne/98625; 10.11.22  09:54 ;1724;Спорт
 Внезапно  выскочившая  на  пешеходный  переход  архангелогородка  попала  под  автобус ;https://www.news29.ru/novosti/proishestvija/Vnezapno_vyskochivshaja_na_peshehodnyj_perehod_arhangelogorodka_popala_pod_avtobus/98623; 10.11.22  09:52 ;2461;Происшествия
 У  архангельской  школы  №1  открылась  новая  спортплощадка ;https://www.news29.ru/novosti/sport/U_arhangelskoj_shkoly_1_otkrylas_novaja_sportploschadka/98624; 10.11.22  09:48 ;1646;Спорт
 1,5  млн  подписок  СберПрайм  и  СберПрайм+  уже  оформили  жители  Северо-Запада ;https://www.news29.ru/novosti/ekonomika/1_5_mln_podpisok_SberPrajm_i_SberPrajm_uzhe_oformili_zhiteli_Severo_Zapada/98622; 09.11.22  18:08 ;1284;Экономика
 «Козья  тропа»  и  парковочное  место  появились  на  месте  газона  на  улице  Серафимовича ;https://www.news29.ru/novosti/obschestvo/_Kozja_tropa_i_parkovochnoe_mesto_pojavilis_na_mesto_gazona_na_ulice_Serafimovicha/98621; 09.11.22  16:29 ;2658;Общество
 Дождь  со  снегом  ожидается  в  Архангельске  10  ноября ;https://www.news29.ru/novosti/obschestvo/Dozhd_so_snegom_ozhidaetsja_v_Arhangelske_10_nojabrja/98620; 09.11.22  15:04 ;2096;Общество
 После  массовой  критики  Госдума  решила  не  создавать  «диджитал-монстра»  в  России ;https://www.news29.ru/novosti/politika/Deputaty_Gosdumy_otklonili_skandalnyj_zakonoproekt_o_didzhital_monstre_/98619; 09.11.22  14:35 ;2065;Политика
 В  Архангельске  откроется  заправочная  станция  «Лукойл»  нового  формата ;https://www.news29.ru/novosti/obschestvo/V_Arhangelske_otkroetsja_zapravochnaja_stancija_Lukojl_novogo_formata/98618; 09.11.22  13:22 ;7643;Общество
 Белоснежный  Ильич  украсил  центральную  площадь  в  Каргополе ;https://www.news29.ru/novosti/kultura/Belosnezhnyj_Ilich_ukrasil_centralnuju_ploschad_v_Kargopole/98617; 09.11.22  12:48 ;1867;Культура
 Дольщиков  приглашают  получить  ключи  от  квартир  в  ЖК  «ART.Line2» ;https://www.news29.ru/novosti/obschestvo/Dolschikov_priglashajut_poluchit_kljuchi_ot_kvartir_v_ZhK_ART_Line2_/98615; 09.11.22  12:16 ;1002;Общество
 В  Архангельске  на  участке  улицы  Поморской  запретят  парковку  с  краю  проезжей  части ;https://www.news29.ru/novosti/obschestvo/V_Arhangelske_na_uchastke_ulicy_Pomorskoj_zapretjat_parkovku_s_kraju_proezzhej_chasti/98616; 09.11.22  12:13 ;2694;Общество
 Госдума  отклонила  скандальный  законопроект  об  едином  операторе  цифровой  рекламы ;https://www.news29.ru/novosti/ekonomika/Gosduma_otklonila_skandalnyj_zakonoproekt_ob_edinom_operatore_cifrovoj_reklamy/98612; 09.11.22  11:03 ;1250;Экономика
 В  Архангельске  частично  перекроют  движение  по  улице  Гагарина ;https://www.news29.ru/novosti/obschestvo/V_Arhangelske_chastichno_perekrojut_dvizhenie_po_ulice_Gagarina/98614; 09.11.22  10:37 ;1929;Общество
 В  Архангельске  ответили  недовольному  составом  мобилизационной  помощи  резервисту ;https://www.news29.ru/novosti/obschestvo/Arbuzov_otvetil_mobilizovannomu_iz_Pomorja_za_rezinovye_sapogi_i_prosrochennye_sushki/98613; 09.11.22  10:15 ;6852;Общество
 Специалисты  заявили  об  изменениях  на  рынке  труда  в  СЗФО  после  частичной  мобилизации ;https://www.news29.ru/novosti/obschestvo/Specialisty_zajavili_ob_izmenenijah_na_rynke_truda_v_SZFO_posle_chastichnoj_mobilizacii/98611; 09.11.22  09:46 ;1188;Общество
 Северодвинец  ударил  ножом  слишком  гостеприимного  хозяина  квартиры ;https://www.news29.ru/novosti/obschestvo/Severodvinec_udaril_nozhom_slishkom_gostepriimnogo_hozjaina_kvartiry/98610; 09.11.22  09:32 ;687;Общество
 Дмитрий  Морев  сообщил  о  ходе  работ  по  обустройству  территории  за  Молодежным  сквером ;https://www.news29.ru/novosti/obschestvo/Dmitrij_Morev_soobschil_o_hode_rabot_po_obustrojstvu_territorii_za_Molodezhnym_skverom/98608; 08.11.22  16:00 ;1380;Общество
 Речной  вокзал  в  Архангельске  откроет  свои  двери  уже  в  ноябре ;https://www.news29.ru/novosti/obschestvo/Rechnoj_vokzal_v_Arhangelske_otkroet_svoi_dveri_uzhe_v_nojabre/98607; 08.11.22  14:58 ;4989;Общество
 В  Поморье  Росгвардия  изъяла  оружие  у  недобросовестных  владельцев ;https://www.news29.ru/novosti/obschestvo/V_Pomore_Rosgvardija_izjala_oruzhie_u_nedobrosovestnyh_vladelcev/98923; 29.11.22  17:00 ;248;Общество
 В  Вельском  районе  задержали  трёх  лесорубов  за  незаконно  срубленные  сосны ;https://www.news29.ru/novosti/obschestvo/V_Velskom_rajone_zaderzhali_trjoh_lesorubov_za_nezakonno_srublennye_sosny/98924; 29.11.22  17:00 ;194;Общество
 Инструктор  и  ученик  автошколы  в  Северодвинске  вместе  попали  под  «уголовку» ;https://www.news29.ru/novosti/obschestvo/Instruktor_i_uchenik_avtoshkoly_v_Severodvinske_vmeste_popali_pod_ugolovku_/98922; 29.11.22  16:41 ;755;Общество
 Офицеры  Росгвардии  приняли  участие  в  работе  дискуссионной  площадки ;https://www.news29.ru/novosti/obschestvo/Oficery_Rosgvardii_prinjali_uchastie_v_rabote_diskussionnoj_ploschadki/98921; 29.11.22  16:32 ;152;Общество
 В  Архангельске  налетчик  с  молотком  ограбил  кулинарию  на  10  тысяч  рублей ;https://www.news29.ru/novosti/proishestvija/V_Arhangelske_naletchik_s_molotkom_ograbil_kulinariju_na_10_tysjach_rublej/98920; 29.11.22  15:48 ;668;Происшествия
 Каменный  Ленин  вернулся  на  набережную  Северной  Двины  в  Архангельске ;https://www.news29.ru/novosti/obschestvo/Kamennyj_Lenin_vernulsja_na_naberezhnuju_Severnoj_Dviny_v_Arhangelske/98917; 29.11.22  14:54 ;914;Общество
 Два  десятка  домов  без  воды  и  масштабные  раскопки:  в  Архангельске  авария  на  водоводе ;https://www.news29.ru/novosti/obschestvo/Dva_desjatka_domov_bez_vody_i_masshtabnye_raskopki_v_Arhangelske_avarija_na_vodovode/98919; 29.11.22  14:52 ;498;Общество
 В  Архангельске  аллею  покорителей  Арктики  дополнят  бюстами  Русанова  и  Пахтусова ;https://www.news29.ru/novosti/kultura/V_Arhangelske_Alleju_pokoritelej_Arktiki_dopolnjat_bjustami_Rusanova_i_Pahtusova/98916; 29.11.22  14:07 ;229;Культура
 Экс-глава  Североонежска  получил  штраф  по  делу  о  превышении  полномочий ;https://www.news29.ru/novosti/obschestvo/Eks_glava_Severoonezhska_poluchil_shtraf_po_delu_o_prevyshenii_polnomochij/98914; 29.11.22  13:10 ;299;Общество
 В  день  старта  «Спортивной  зимы»  в  Архангельске  пройдут  бесплатные  массовые  катания ;https://www.news29.ru/novosti/obschestvo/V_den_starta_Sportivnoj_zimy_v_Arhangelske_projdut_besplatnye_massovye_katanija/98915; 29.11.22  13:00 ;300;Общество
 Архангельские  стрелки  завоевали  4  серебра  на  всероссийском  турнире ;https://www.news29.ru/novosti/sport/Arhangelskie_strelki_zavoevali_4_serebra_na_vserossijskom_turnire/98913; 29.11.22  12:55 ;188;Спорт
 Tele2  в  канун  праздников  составила  гид  для  путешествий  по  Северо-Западу ;https://www.news29.ru/novosti/kultura/Tele2_v_kanun_prazdnikov_sostavila_gid_dlja_puteshestvij_po_Severo_Zapadu/98910; 29.11.22  12:51 ;159;Культура
 В  Архангельске  возобновилось  движение  автобусов  по  улице  Папанина ;https://www.news29.ru/novosti/obschestvo/V_Arhangelske_vozobnovilos_dvizhenie_avtobusov_po_ulice_Papanina/98912; 29.11.22  12:42 ;550;Общество
 Алексей  Кудрин  уходит  с  поста  главы  Счетной  палаты  «для  развития  частных  инициатив» ;https://www.news29.ru/novosti/obschestvo/Aleksej_Kudrin_uhodit_s_posta_glavy_Schetnoj_palaty_dlja_razvitija_chastnyh_iniciativ_/98911; 29.11.22  12:00 ;348;Общество
 В  Верхнетоемском  районе  заработала  первая  станция  сотовой  связи  по  проекту  УЦН  2.0 ;https://www.news29.ru/novosti/obschestvo/V_Verhnetoemskom_rajone_zarabotala_pervaja_stancija_sotovoj_svjazi_po_proektu_UCN_2_0/98902; 29.11.22  11:00 ;217;Общество
 В  Архангельске  утром  загорелось  кафе  «Крым» ;https://www.news29.ru/novosti/proishestvija/V_Arhangelske_utrom_zagorelos_kafe_Krym_/98909; 29.11.22  10:59 ;1334;Происшествия
 В  Архангельске  прикроют  муниципальное  предприятие  пассажирских  перевозок ;https://www.news29.ru/novosti/obschestvo/V_Arhangelske_prikrojut_municipalnoe_predprijatie_passazhirskih_perevozok/98907; 29.11.22  10:34 ;1856;Общество
 В  Шенкурском  районе  при  пожаре  погибли  два  человека ;https://www.news29.ru/novosti/proishestvija/V_Shenkurskom_rajone_pri_pozhare_pogibli_dva_cheloveka/98908; 29.11.22  10:13 ;412;Происшествия
 Федеральные  СМИ  обратили  внимание  на  кандидатов-клонов  на  пост  главы  Северодвинска ;https://www.news29.ru/novosti/politika/Federalnye_SMI_poteshajutsja_nad_kandidatami_klonami_na_post_glavy_Severodvinska/98906; 29.11.22  09:56 ;458;Политика
 Значительную  часть  Единой  субсидии  в  Поморье  пустят  на  оснащение  детской  больницы ;https://www.news29.ru/novosti/ekonomika/Bolshuju_chast_Edinoj_subsidii_v_Pomore_pustjat_na_osnaschenie_detskoj_bolnicy/98905; 29.11.22  09:30 ;294;Экономика
 История  владельца  миниатюрной  машинки  попала  в  «Жизнь  своих»  на  Первом  канале ;https://www.news29.ru/novosti/obschestvo/Istorija_vladelca_miniatjurnoj_mashinki_popala_v_Zhizn_svoih_na_Pervom_kanale/98895; 28.11.22  20:00 ;1749;Общество
 С  космодрома  Плесецк  в  открытый  космос  ушла  очередная  ракета  ВКС  России ;https://www.news29.ru/novosti/obschestvo/S_kosmodroma_Pleseck_v_otkrytyj_kosmos_ushla_ocherednaja_raketa_VKS_Rossii/98904; 28.11.22  19:03 ;632;Общество
 Определился  состав  претендентов  на  пост  главы  Северодвинска ;https://www.news29.ru/novosti/politika/Opredelilsja_sostav_pretendentov_na_post_glavy_Severodvinska/98903; 28.11.22  18:00 ;1175;Политика
 билайн  увеличил  скорость  открытия  видео  в  YouTube  в  Архангельской  области ;https://www.news29.ru/novosti/obschestvo/bilajn_uvelichil_skorost_otkrytija_video_v_YouTube_v_Arhangelskoj_oblasti/98893; 28.11.22  17:09 ;348;Общество
 Жители  поселка  Ламбас  получили  доступ  к  мобильному  интернету  Tele2   ;https://www.news29.ru/novosti/obschestvo/Zhiteli_poselka_Lambas_poluchili_dostup_k_mobilnomu_internetu_Tele2_/98901; 28.11.22  16:48 ;418;Общество
 На  развитие  Архангельской  области  выделены  первые  средства  по  единой  субсидии ;https://www.news29.ru/novosti/ekonomika/Na_razvitie_Arhangelskoj_oblasti_vydeleny_pervye_sredstva_po_edinoj_subsidii/98900; 28.11.22  16:18 ;559;Экономика
 Губернатор  Александр  Цыбульский  устроил  разнос  министру  спорта  Андрею  Багрецову ;https://www.news29.ru/novosti/politika/Gubernator_Aleksandr_Cybulskij_ustroil_raznos_ministru_sporta_Andreju_Bagrecovu/98899; 28.11.22  16:05 ;3306;Политика
 Мегафон:  «Чёрная  пятница»  –  одна  из  самых  популярных  распродаж  в  стране ;https://www.news29.ru/novosti/obschestvo/Megafon_Chjornaja_pjatnica_odna_iz_samyh_populjarnyh_rasprodazh_v_strane/98897; 28.11.22  15:37 ;385;Общество
 Глава  Поморья  высказался  о  месте  установки  «Золотой  рыбки»  в  Северодвинске ;https://www.news29.ru/novosti/obschestvo/Glava_Pomorja_vyskazalsja_o_meste_ustanovki_Zolotoj_rybki_v_Severodvinske/98898; 28.11.22  15:25 ;1063;Общество
 Первая  ледовая  переправа  в  Архангельской  области  соединила  Пустошь  и  Хабарку ;https://www.news29.ru/novosti/obschestvo/Pervaja_ledovaja_pereprava_v_Arhangelskoj_oblasti_soedinila_Pustosh_i_Habarku/98896; 28.11.22  14:55 ;610;Общество
 Игорь  Скубенко  назначен  министром  труда  Архангельской  области ;https://www.news29.ru/novosti/politika/Igor_Skubenko_naznachen_ministrom_truda_Arhangelskoj_oblasti/98892; 28.11.22  13:51 ;1178;Политика
 Повар  из  Архангельска  решила  испытать  себя  в  кулинарной  битве  на  канале  «Пятница!» ;https://www.news29.ru/novosti/obschestvo/Povar_iz_Arhangelska_prishla_na_kasting_v_kulinarnoe_shou_na_kanale_Pjatnica_/98890; 28.11.22  13:37 ;1534;Общество
 В  Архангельске  завершилась  реставрация  памятника  Петру  I   ;https://www.news29.ru/novosti/kultura/V_Arhangelske_zavershilas_restavracija_pamjatnika_Petru_I_/98887; 28.11.22  13:27 ;908;Культура
 Группа  Аквилон:  жилье  для  северян ;https://www.news29.ru/novosti/ekonomika/Gruppa_Akvilon_zhile_dlja_severjan/98886; 28.11.22  13:00 ;704;Экономика
 По  вине  пьяного  водителя  в  Вельске  пострадал  ребёнок ;https://www.news29.ru/novosti/proishestvija/Po_vine_pjanogo_voditelja_v_Velskom_rajone_postradal_rebjonok/98879; 28.11.22  13:00 ;649;Происшествия
 Воспитанников  архангельской  колонии  приобщают  к  прекрасному ;https://www.news29.ru/novosti/obschestvo/Vospitannikov_kolonii_priobschajut_k_prekrasnomu/98888; 28.11.22  13:00 ;313;Общество
 В  Архангельске  состоялся  турнир  памяти  погибшего  сотрудника  ФСБ  Дениса  Романова ;https://www.news29.ru/novosti/sport/V_Arhangelske_proveli_turnir_po_basketbolu_v_pamjat_sotrudniku_FSB_Denisa_Romanova/98889; 28.11.22  13:00 ;446;Спорт
 Масштабные  пожарные  учения  прошли  в  архангельском  драмтеатре ;https://www.news29.ru/novosti/obschestvo/Masshtabnye_pozharnye_uchenija_proshli_v_arhangelskom_dramteatre/98885; 28.11.22  12:46 ;600;Общество
 В  Ленском  районе  мужчина  по  ошибке  застрелил  другого  охотника ;https://www.news29.ru/novosti/proishestvija/V_Lenskom_rajone_muzhchina_po_oshibke_zastrelil_drugogo_ohotnika/98884; 28.11.22  10:48 ;966;Происшествия
 Архангелогородцы  на  фестивале  Arctic  Open  смогут  посмотреть  кино  под  открытым  небом ;https://www.news29.ru/novosti/kultura/Arhangelogorodcy_na_festivale_Arctic_Open_smogut_posmotret_kino_pod_otkrytym_nebom/98883; 28.11.22  10:23 ;489;Культура
 В  Минтрансе  Поморья  ответили,  когда  вновь  включат  подсветку  Краснофлотского  моста ;https://www.news29.ru/novosti/obschestvo/V_Mintranse_Pomorja_otvetili_kogda_vnov_vkljuchat_podsvetku_Krasnoflotskogo_mosta/98882; 28.11.22  10:05 ;627;Общество
 В  Вельске  вынесли  приговор  медикам  по  делу  о  смерти  малыша ;https://www.news29.ru/novosti/obschestvo/V_Velske_vynesli_prigovor_medikam_po_delu_o_smerti_malysha/98881; 28.11.22  09:38 ;1218;Общество
 Два  лебедя  не  смогли  улететь  из  Архангельской  области  этой  осенью ;https://www.news29.ru/novosti/obschestvo/Dva_lebedja_ne_smogli_uletet_iz_Arhangelskoj_oblasti_etoj_osenju/98880; 27.11.22  22:04 ;885;Общество
 В  Поморье  выбрали  очередную  королеву  красоты ;https://www.news29.ru/novosti/obschestvo/V_Pomore_vybrali_ocherednuju_korolevu_krasoty/98875; 27.11.22  17:09 ;2508;Общество
 Дмитрий  Морев  встретился  с  родителями  погибших  военнослужащих ;https://www.news29.ru/novosti/obschestvo/Dmitrij_Morev_vstretilsja_s_roditeljami_pogibshih_voennosluzhaschih/98870; 27.11.22  15:00 ;1583;Общество
 В  Архангельске  объявили  о  завершении  реставрации  уцелевшего  трамвайного  вагона ;https://www.news29.ru/novosti/obschestvo/V_Arhangelske_objavili_o_zavershenii_restavracii_ucelevshego_tramvajnogo_vagona/98877; 27.11.22  14:46 ;2910;Общество
 Петровский  парк  в  Архангельске  к  новогодним  праздникам  превратят  в  огромный  каток ;https://www.news29.ru/novosti/obschestvo/Petrovskij_park_v_Arhangelske_k_novogodnim_prazdnikam_prevratjat_v_ogromnyj_katok/98876; 27.11.22  14:14 ;3254;Общество
 Архангельский  «Водник»  одержал  шестую  победу  подряд  в  чемпионате  России ;https://www.news29.ru/novosti/sport/Arhangelskij_Vodnik_oderzhal_shestuju_pobedu_podrjad_v_chempionate_Rossii/98874; 26.11.22  20:07 ;1498;Спорт
 В  Архангельске  зажгли  первую  новогоднюю  ёлку ;https://www.news29.ru/novosti/obschestvo/V_Arhangelske_zazhgli_pervuju_novogodnjuju_jolku/98873; 26.11.22  17:55 ;1332;Общество
 Архангельские  росгвардейцы  традиционно  почтили  память  Олега  Неверовского ;https://www.news29.ru/novosti/obschestvo/Arhangelskie_rosgvardejcy_tradicionno_pochtili_pamjat_Olega_Neverovskogo/98872; 26.11.22  15:00 ;1289;Общество
 Поморье  вошло  в  пятерку  регионов-лидеров  по  инвестиционной  привлекательности ;https://www.news29.ru/novosti/obschestvo/Pomore_voshlo_v_pjaterku_regionov_liderov_po_investicionnoj_privlekatelnosti/98869; 26.11.22  14:00 ;1693;Общество
 В  День  всех  влюбленных  в  Архангельске  выступит  театр  Егора  Дружинина ;https://www.news29.ru/novosti/kultura/V_Den_vseh_vljublennyh_v_Arhangelske_vystupit_teatr_Egora_Druzhinina/98871; 26.11.22  14:00 ;929;Культура
 «Ночная  хоккейная  лига»  набирает  обороты  среди  любителей  спорта  в  Поморье ;https://www.news29.ru/novosti/sport/_Nochnaja_hokkejnaja_liga_nabiraet_oboroty_sredi_ljubitelej_sporta_v_Pomore/98865; 26.11.22  13:35 ;1001;Спорт
